"","linenumber","sentiment","overall","date","Content"
"7885",7889,1,"Positive","07/13/17","Global spending on information technology in 2017 is now expected to rise 2.4% above last year to $3.48 trillion, up from a previous forecast of 1.4% growth, according to research and advisory firm Gartner Inc. 
        IT,
        -1.59%.
       The increased outlook is a result of the U.S. dollar's decline against many foreign currencies, Gartner said. The U.S. Dollar Index 
        DXY,
        +0.80%,
       which values the dollar against a basket of currencies of many major trading partners, has declined 6.3% year to date. The biggest growth is expected to come from spending on enterprise software, which is seen rising 7.6% to $351 million. The most spending is projected to be on IT services, which is seen rising 3.1% to $922 billion. For 2018, Gartner expects global IT spending to increase 3.5% to $3.60 trillion. The SPDR Technology Select Sector ETF 
        XLK,
        -2.52%
       was up 0.3% in morning trade, putting it on track for a fifth-straight gain. It has rallied 16.7% year to date, while the S&P 500 
        SPX,
        -1.93%
       has gained 9.3%."
"7886",7890,0,"Negative","07/13/17","Party on Wayne? Investors will be looking to see if Fed Chairwoman Janet Yellen spoils the stock-buying spree she started yesterday with her just-right testimony on Capitol Hill."
"7887",7891,1,"Positive","07/13/17","Gold prices fell on Thursday, pulling back after a three-session climb, with the dollar gaining ground against most currency rivals and U.S. equities trading mostly higher after Federal Reserve Chairwoman Janet Yellen offered a second day of congressional testimony on monetary policy."
"7888",7892,0,"Negative","07/13/17","The U.S. dollar was little changed in Thursday trade, gaining ground against the euro and the yen, but weakening versus the British pound, as Federal Reserve Chairwoman Janet Yellen delivered a second day of testimony on the state of the economy on Capitol Hill."
"7889",7893,4,"Positive","07/13/17","The Dow on Thursday closed at a record for the 24th time in 2017, as gains in the financial sector helped the broader market book modest gains ahead of a roster of corporate results from the U.S.’s biggest banks."
"7890",7894,-1,"Negative","07/14/17","It’s all about the big bad banks and their earnings this morning, but let’s not forget about sectors where suits aren’t required."
"7891",7895,1,"Positive","07/14/17","Gold prices on Friday marked the highest finish of the month and their first weekly rise since early June, as data on retail sales and inflation stoked concerns that the pace of economic growth may not merit lifting U.S. interest rates again in 2017."
"7892",7896,-3,"Negative","07/14/17","The U.S. dollar weakened Friday, dropping to its lowest level since September 2016 after a pair of data releases pointed to waning inflation and weakness on the part of the consumer, two reads that market participants may delay the Federal Reserve’s next policy move."
"7893",7897,1,"Positive","07/14/17","U.S. stocks closed higher Friday to score fresh records, following a mixed batch of corporate bank results and poor data on retail-sales and inflation, which led market participants to believe the Federal Reserve is firmly back in a dovish frame of mind."
"7894",7898,-1,"Negative","07/17/17","The U.S. dollar was little changed against its major rivals Monday, as a reading of domestic manufacturing came in weaker than expected."
"7895",7899,-2,"Negative","07/17/17","U.S. stocks finished little changed Monday, after a session of struggling to push higher only to fall short of records, as investors looked toward key quarterly results that will be released this week to set the tone."
"7896",7900,3,"Positive","07/18/17","The U.S. dollar dropped against major rivals Tuesday, with selling picking up after Republican leaders in the Senate late Monday ditched their effort to repeal and simultaneously replace much of the Affordable Care Act. Senate lawmakers will instead vote in the coming days on a bill to unravel most of the ACA, popularly known as ""Obamacare,"" and look likely to leave any replacement to a later date. The ICE Dollar Index 
        DXY,
        +0.79%
       was down 0.4% at 94.75, driving down to levels not seen since last September. ""It seems markets are losing confidence that President Trump will be able to deliver on his promised plans,"" said FXTM chief market strategist Hussein Sayed, in a note. ""With tax reforms now likely to face huge uncertainties and economic data signaling slowing economy, it will only be a matter of time before U.S. corporate earnings take a U-turn, thus ending the equities rally."""
"7897",7901,1,"Positive","07/18/17","The U.S. dollar dropped against major rivals Tuesday, with selling picking up after Republican leaders in the Senate ditched their effort to repeal and simultaneously replace much of the Affordable Care Act."
"7898",7902,-1,"Negative","07/18/17","News that the latest GOP effort to overhaul Obamacare had run aground was hitting the dollar early Tuesday, with doubt being sown about whether Republican plans for tax reform, meant to keep the reflation trade going, could ever get off the ground."
"7899",7903,-1,"Negative","07/18/17","U.K. blue-chip stocks closed with modest losses Tuesday, led lower by Experian PLC’s earnings-driven drop, but the losses were limited as the pound pulled back on data showing British inflation unexpectedly eased."
"7900",7904,-1,"Negative","07/18/17","Stocks across Europe dropped on Tuesday, with the exporter-heavy DAX 30 index 
        DAX,
        -2.41%
       ending 1.3% lower at 12,430.39—its worst session since June 29."
"7901",7905,-1,"Negative","07/18/17","Gold prices finished higher Tuesday, with a sharply weaker U.S. dollar sending prices for the yellow metal up for a third session in a row to their highest level of the month so far."
"7902",7906,6,"Positive","07/18/17","The U.S. stock market ended mixed on Tuesday, but the Nasdaq Composite Index marked its first closing high since June, highlighting a remarkable rebound for the technology-laden benchmark since its early June swoon. But the overall market was weighed by a slump in some of the U.S.'s biggest banks led by a decline in shares of Dow-component Goldman Sachs Group Inc. 
        GS,
        -2.59%.
       The price-weighted Dow Jones Industrial Average finished off 0.3%, but well off its lows of the session. The S&P 500 index 
        SPX,
        -1.99%
       closed at slight record, as gains in the consumer-discretionary and tech sectors 
        XLK,
        -2.59%,
       both up 0.5%, helped to offset a drop of 0.5% and 0.3% in energy 
        XLE,
        -0.29%
       and financials 
        XLF,
        -2.19%.
       Netflix's 13.5% share surge 
        NFLX,
        -5.07%,
       after reporting better-than-expected results late Monday, also helped the media-streaming company post a record and powered the tech rally. Technology shares, which represent the largest component of the S&P 500, have been crucial to advance's in the broad-market benchmark, though valuations have been a main concern for market participants. Elsewhere, Tuesday's rally in risk assets, like tech names, belied some haven buying as the U.S. dollar slumped in the wake of reports that Republican lawmakers were nixing plans to push forward a Senate bill to repeal and replace the Affordable Care Act, otherwise known as Obamacare. One measure of the dollar, the ICE U.S. Dollar Index 
        DXY,
        +0.76%,
       traded around its lowest level since September, off 0.5%. Meanwhile, prices of gold 
        GCQ7,
       which is priced in dollars, jolted higher. The yield in the benchmark, 10-year Treasury note 
        TMUBMUSD10Y,
        3.105%
       fell to 2.26%, signalling investors were buying bonds, pushing yields lower. The apparent failure of the health-care legislation is seen as delaying pro-growth policies espoused by President Donald Trump, which could boost the buck and push Treasury prices lower. Bond prices and yield move inversely."
"7903",7907,-1,"Negative","07/18/17","Treasury yields declined sharply Tuesday as investors scooped up government paper, pushing 10-year Treasury yields to its lowest level in July, amid persistent doubts about President Donald Trump’s pro-growth policy agenda."
"7904",7908,1,"Positive","07/19/17","The writing on the wall for this stock market right now? Don’t fight the rising tide."
"7905",7909,1,"Positive","07/19/17","U.K. stocks closed higher Wednesday, with Reckitt Benckiser Group PLC among the notable advancers after striking a deal to sell its food business."
"7906",7910,0,"Negative","07/19/17","Gold prices finished a few cents higher on Wednesday, extending their streak of gains to a fourth session by a hair, as the U.S. dollar failed to rebound much from 10-month lows as prospects for more U.S. interest-rate hikes this year weaken."
"7907",7911,1,"Positive","07/19/17","Discovery Communications shareholders would come out on the right side of a merger deal with Scripps Networks Interactive — a potential transaction that would create a company with even greater bargaining power over affiliate fees."
"7908",7912,-2,"Negative","07/19/17","A closely followed dollar index inched its way up from the 10-month low hit earlier this week in subdued Wednesday trading that left the U.S. currency advancing against European rivals but still shaky against its Japanese counterpart."
"7909",7913,-1,"Negative","07/19/17","Shorting the U.S. dollar has been a winning trade in 2017, but some technical analysts argue the greenback’s weakness is now substantially overdone."
"7910",7914,1,"Positive","07/19/17","U.S. stock-index gauges on Wednesday carved out fresh all-time highs, with the Dow joining the S&P 500 and Nasdaq at records."
"7911",7915,-1,"Negative","07/20/17","A prevlous version of this report incorrectly stated how Germany’s DAX 30 closed Wednesday’s session. The report has been corrected."
"7912",7916,0,"Negative","07/20/17","The U.S. dollar fell on Thursday, erasing an earlier gain as the euro jumped despite comments from European Central Bank President Mario Draghi, who left interest rates unchanged and pledged to continue the ECB’s asset-purchasing plan through December, “or beyond, if necessary.”"
"7913",7917,2,"Positive","07/20/17","Gold prices ended higher Thursday, marking their longest streak of session gains in two months as the euro jumped in the wake of a European Central Bank meeting, putting pressure on the U.S. dollar."
"7914",7918,2,"Positive","07/20/17","U.S. stocks finished mostly lower on Thursday as Home Depot weighed on the Dow, but the Nasdaq bucked the trend to match its best win streak since February 2015 and closed at a record."
"7915",7919,1,"Positive","07/20/17","Republicans tripped up the U.S. dollar this week by failing to make progress on replacing Obamacare. This hurt the greenback by casting doubts on other reforms promised by President Donald Trump — including tax cuts and infrastructure spending."
"7916",7920,0,"Negative","07/21/17","U.S. stocks? Hardly. Real estate? Not anywhere around here. Europe? Nope. Asia? Nah. The dollar? No chance. Credit? Not even close."
"7917",7921,2,"Positive","07/21/17","Early adopter he isn’t. So, when prominent financial blogger “Downtown” Josh Brown announces that he has made an entree into the realm of digital currencies, it may be worth taking notice."
"7918",7922,0,"Negative","07/21/17","Much of the chattering today comes courtesy of the Russia-related shuffles in Washington and the big strikeout on health care. But how much are stocks actually reacting to those headlines?"
"7919",7923,0,"Negative","07/21/17","Gold prices logged their highest settlement in a month on Friday, tacking on more than 2% for the week, as turmoil in the White House and weakness in the U.S. dollar spurred haven demand for the precious metal."
"7920",7924,0,"Negative","07/21/17","The euro strengthened on Friday to a two-year high against the dollar, extending its gains, a day after European Central Bank President Mario Draghi attempted to tamp down comments in late-June that  traders interpreted as hawkish."
"7921",7925,-1,"Negative","07/23/17","With nearly a fifth of quarterly earnings results out, investors are divided on how early corporate reports are serving as an indicator of the overall health of the U.S. economy, and that could contribute to a volatile week as stocks linger near record highs."
"7922",7926,-2,"Negative","07/24/17","Asian shares began the trading week modestly lower, with stocks in Japan and Australia badly underperforming Monday as additional declines in the U.S. dollar continued to weigh on investor sentiment."
"7923",7927,-6,"Negative","07/24/17","The U.S. stock market opened lower on Monday to start a week packed with corporate earnings releases and a midweek meeting of the Federal Reserve. The Dow Jones Industrial Average 
        DJIA,
        -1.85%
       was trading 0.2% lower at 21,542, the S&P 500 index 
        SPX,
        -2.01%
       was off about 0.2% at 2,468. The Nasdaq Composite Index 
        COMP,
        -2.33%,
       meanwhile, was trading flat at 6,388. Wall Street investors were paying attention to weakness in the dollar 
        DXY,
        +0.75%,
       and conversely strength in the euro 
        EURUSD,
        -0.86%.
       A weaker dollar tends to give a boost to multinational companies selling goods and services abroad, while a strengthening euro can provide a headwind to European companies selling outside of the eurozone. Market participants also watched a meeting of the Organization of the Petroleum Exporting Countries for signs of any further moves to limit a glut of crude oil, which has weighed on futures prices 
        CLQ7.
       In corporate news, the market was watching the tumble in Hibbett Sports Inc. 
        HIBB,
        -2.53%,
       which was on track for its steepest daily stock drop in 18 years after the sports retailer said it expected second-quarter sales to slump. Also, Shares of WebMD Health Corp. 
        WBMD
       soared on news that KKR & Co. 
        KKR,
        -2.41%
       was looking to take the health-care information company private. Looking ahead, Google-parent Alphabet Inc. 
        GOOG,
        -2.80%
        GOOGL,
        -3.09%
       is set to report after the close of trade on Monday. Further out, the Fed kicks off its two-day policy meeting on Tuesday, with the central bank not expected to lift interest rates further, but clues about its policy plans and the state of the U.S. economy will be closely tracked in its updated statement. In economic news,  the IHS Markit services PMI unchanged at 54.2 in July, while on manufacturing came in at 53.2 in July from 52.0 in the previous month. A reading above 50 indicates economic growth."
"7924",7928,-2,"Negative","07/24/17","Don’t cry too much about U.S. dollar weakness, especially if you’re a stock investor."
"7925",7929,5,"Positive","07/24/17","Gold prices saw a small loss Monday--enough to put an end to their six-session streak of gains. Prices turned lower as U.S. dollar added to earlier strength, with the ICE U.S. Dollar Index 
        DXY,
        +0.74%
       up 0.2% at 94.03, near the session's high of 94.12, as gold prices settled. A stronger dollar often pressures prices for gold that's traded in the greenback. August gold 
        gcq7
       fell 60 cents, or less than 0.1%, at $1,254.30 an ounce."
"7926",7930,-1,"Negative","07/24/17","The U.S. dollar stepped moderately higher against its main rivals on Monday, regaining a little of the ground that it lost last week."
"7927",7931,1,"Positive","07/24/17","Gold tried but failed to extend its streak of gains, with prices settling slightly lower as the U.S. dollar strengthened a bit after last week’s sharp loss."
"7928",7932,-1,"Negative","07/24/17","The Nasdaq finished at a record Monday, shaking off broader market weakness as investors kicked off a busy week of earnings, a Federal Reserve policy meeting and economic data."
"7929",7933,1,"Positive","07/25/17","The earnings geyser is primed to gush out some big tech reports, after Tuesday’s run of household names gets out of the way."
"7930",7934,2,"Positive","07/25/17","U.K. blue-chip stocks closed firmly higher Tuesday, as gains for miners and oil companies helped the market's benchmark chip away at a sharp loss logged in the previous session."
"7931",7935,-1,"Negative","07/25/17","Gold prices ended lower on Tuesday, suffering the first back-to-back decline in about three weeks ahead of a midweek policy update from the Federal Reserve."
"7932",7936,0,"Negative","07/25/17","The dollar put in a mixed performance on Tuesday, weakening against the euro and pound and gaining against the yen, leaving a broad index tracking the greenback nearly unchanged ahead of a two-day Federal Reserve meeting."
"7933",7937,0,"Negative","07/25/17","An earlier version of this article misspelled the name of U.S. Bank Wealth Management strategist Terry Sandven. The article has been corrected."
"7934",7938,0,"Negative","07/26/17","Wondering where political uncertainty is showing up on Wall Street? Don’t look in the stock market—check the dollar."
"7935",7939,3,"Positive","07/26/17","Asian shares gave up earlier gains Wednesday, though Japanese and Australian stocks outperformed, helped by an improvement in appetite for risk, which pushed the U.S. dollar and commodity prices higher overnight."
"7936",7940,-3,"Negative","07/26/17","It is no secret to readers of this column that I think China is in the beginning stages of a credit bubble unraveling, which is likely to have an outcome similar to the 1997-98 Asian Crisis. I am surprised that after the Chinese stock market crashed in 2015 we have not yet seen this hard landing."
"7937",7941,0,"Negative","07/26/17","Stocks across Europe finished higher Wednesday, as investors sifted through the latest round of corporate earnings reports ahead of the Federal Reserve’s policy decision."
"7938",7942,-3,"Negative","07/26/17","The U.S. dollar pivoted lower on Wednesday after the Federal Reserve said it would begin winding down its bond holdings ""relatively soon."" The central bank left rates unchanged as expected but the tone of the updated policy remarks might imply to investors that it is taking a go-it-slow approach, bearish for the buck. The U.S. dollar index 
        DXY,
        +0.75%
       traded at 94.05, in slightly negative territory, and off a high of 94.29 that had been hit earlier in the session. It saw a particular dip against the euro 
        EURUSD,
        -0.86%,
       which traded at $1.1688 from $1.1649 late Tuesday. Prior to the Fed statement, it had traded around $1.1630. Against the Japanese yen 
        USDJPY,
        -0.11%,
       the dollar changed hands at ¥111.74, compared with ¥112.13 prior to the announcement, and compared with ¥111.90 late Tuesday."
"7939",7943,0,"Negative","07/26/17","Gold prices fell for a third-straight session Wednesday to settle at their lowest level in a week, but headed higher in electronic trading as the U.S. dollar weakened in the wake of the Federal Reserve’s policy statement."
"7940",7944,0,"Negative","07/26/17","The U.S. dollar fell on Wednesday, erasing an earlier gain after the Federal Reserve was seen as striking a somewhat cautious note on inflation, which is seen as bearish for greenback."
"7941",7945,2,"Positive","07/26/17","U.S. stock-market benchmarks on Wednesday finished modestly higher, with all three gauges recording all-time highs, supported by better-than-expected corporate results, and as the Federal Reserve offered an update to its monetary-policy outlook."
"7942",7946,0,"Negative","07/27/17","Another day, another round of all-time highs?"
"7943",7947,0,"Negative","07/27/17","Donald Trump can’t point to much in the way of legislative victories over his first six months in office, but he might have something to crow about when it comes to a weaker U.S. dollar."
"7944",7948,0,"Negative","07/27/17","European stocks ended modestly lower Thursday as investors sent shares of German lender Deutsche Bank AG down and those for Anheuser-Busch InBev SA’s and Diageo higher amid a barrage of corporate quarterly results."
"7945",7949,2,"Positive","07/27/17","Gold prices ended higher Thursday, as a Federal Reserve policy update that was read as mostly dovish by investors, helped to lift prices to their highest finish since mid-June."
"7946",7950,2,"Positive","07/27/17","The U.S. dollar rose on Thursday, gaining against major rivals in what analysts suggested was a mild consolidation following a sharp slide over recent weeks."
"7947",7951,-1,"Negative","07/27/17","The Dow Jones Industrial Average closed at a record on Thursday driven by earnings-fueled gains in Verizon and Boeing, but the broader market finished in negative territory due to a firm slump in technology stocks."
"7948",7952,1,"Positive","07/28/17","Asia-Pacific stock markets were hit by profit-taking Friday, after a strong week in the region and a selloff in U.S. tech stocks overnight."
"7949",7953,0,"Negative","07/28/17","The stock market looks determined to head into the weekend on a sour note, with Washington’s latest exploits not helping the mood."
"7950",7954,2,"Positive","07/28/17","Gold prices built on a weekly gain Friday as reports of another missile test by North Korea and continued weakness in the U.S. dollar boosted demand for the precious metal."
"7951",7955,-3,"Negative","07/28/17","The U.S. dollar fell on Friday, suffering its third straight weekly decline after a reading on economic growth came in below expectations, though analysts said the beleaguered currency was potentially nearing a bottom."
"7952",7956,-1,"Negative","07/28/17","The S&P 500 and Nasdaq both finished slightly lower on Friday for weekly losses as Amazon.com shares slumped on disappointing earnings, while the Dow industrials finished at a record for a weekly gain."
"7953",7957,-2,"Negative","07/31/17","If headlines made markets, this bull would have died long ago. North Korea, whatever’s going on in Washington, bulbous equity valuations, and a central bank that’s got one hand on the spigot — in another era, those are all potential rally killers."
"7954",7958,0,"Negative","07/31/17","Gold futures slipped marginally on Monday but closed out a solid July as the dollar headed for its fifth-straight monthly decline."
"7955",7959,3,"Positive","07/31/17","The euro extended its recent gains, rising against the dollar on Monday to book the best monthly gain in more than a year and hitting the highest level since January 2015."
"7956",7960,0,"Negative","08/01/17","There was no summer lull for financial and commodity markets in July, with several assets logging their biggest gains in months."
"7957",7961,-2,"Negative","08/01/17","The U.S. dollar index rose Tuesday, recovering slightly from a 15-month low hit in the previous session, though investors remain concerned about softening U.S. inflation and reduced bets on the aggressiveness of Federal Reserve interest-rate hikes."
"7958",7962,0,"Negative","08/01/17","Gold futures rose Tuesday to notch their highest settlement in nearly eight weeks as lackluster economic data raised questions about whether the Federal Reserve will follow through with another rate increase this year."
"7959",7963,3,"Positive","08/01/17","The U.S. stock market  finished higher Tuesday, with the Dow logging its second straight record and a sixth straight session in positive territory on the back of upbeat earnings, shaking off less-than-stellar reports on manufacturing and inflation."
"7960",7964,-1,"Negative","08/02/17","A prior version of this story gave an incorrect address for the White House. The story has now been corrected."
"7961",7965,-1,"Negative","08/02/17","So much for dull Apple results."
"7962",7966,1,"Positive","08/02/17","The second-quarter earnings season has largely come in much better than expected for U.S. stocks. But while investors may be viewing that as a sign the economy is firing on all cylinders, some of the move is due to the U.S. government doing quite the opposite."
"7963",7967,4,"Positive","08/02/17","Gold prices settled slightly lower on Wednesday, ignoring the weaker dollar, as the precious metal took a breather from its recent rally. Gold for December delivery 
        GCZ7
       slid $1 to settle at $1,278.40 an ounce. A soft dollar is typically supportive of dollar-denominated assets such as gold. The U.S. Dollar Index 
        DXY,
        +0.78%
       shed 0.4% to 92.69. Silver for September delivery 
        SIU7
       also fell 3 cents, or 0.2%, to settle at $16.733 an ounce."
"7964",7968,1,"Positive","08/02/17","Gold futures settled lower on Wednesday—bucking their typically inverse relationship to a weaker dollar—as sentiment remained cautious following a recent rally on top of expectations that the Federal Reserve could further tighten interest rates going forward."
"7965",7969,0,"Negative","08/02/17","A closely watched U.S. dollar index hovered near a 15-month low Wednesday as investors digested comments by Federal Reserve officials and await an official snapshot of the U.S. labor market at the end of the week."
"7966",7970,0,"Negative","08/03/17","If there was a Dow 22K party, the invites were few and far between."
"7967",7971,1,"Positive","08/03/17","Gold futures slipped for a second session in a row Thursday as investors awaited a read on the pace of inflation from the Friday jobs report."
"7968",7972,-1,"Negative","08/03/17","The U.S. dollar remained under pressure against most major peers on Thursday, though the U.K. pound fell after the Bank of England kept interest rates at a record low, striking a downbeat tone on wages and economic growth."
"7969",7973,-1,"Negative","08/03/17","The Dow industrials on Thursday logged a seventh consecutive all-time high, but the broader market closed lower following a slump in the energy sector."
"7970",7974,0,"Negative","08/04/17","Mueller? Mueller? That is one refrain today, in addition to the usual song and dance about “jobs, jobs, jobs” that comes with today’s big employment report."
"7971",7975,2,"Positive","08/04/17","U.K. stocks on Friday closed at their highest in six weeks, with Royal Bank of Scotland Group PLC climbing after a well-received earnings report, while the pound dropped against the dollar after a stronger-than-expected U.S. jobs report for July."
"7972",7976,1,"Positive","08/04/17","WASHINGTON (MarketWatch) — The U.S. labor market shows little sign of exhaustion nine years into an economic recovery as the economy added an impressive 209,000 new jobs in July."
"7973",7977,0,"Negative","08/04/17","European stocks rallied on Friday as a jump in bank shares helped the regional benchmark overcome losses in shares of Swiss Re AG and British home builders."
"7974",7978,6,"Positive","08/04/17","Gold futures settled firmly lower on Friday as the dollar jumped after a key report on payrolls in July showed stronger-than-expected job creation. December gold 
        GCZ7
       fell $9.80 , or 0.8%, to finish the session at $1,264.60 an ounce. A gauge of the U.S. dollar, the U.S. ICE Dollar Index 
        DXY,
        +0.79%
       rose 0.8%, coming off a 15-month low, and weighing on commodities, like gold, priced in the currency. The moves came after a report from the Labor Department showed that the U.S. added a better-than-expected 209,000 new jobs in July, more than most economists were banking on. The unemployment rate fell back to a 16-year low of 4.3%. The labor report underlined what has been a healthy pace of job growth, but also may offer the Federal Reserve little cause to delay lifting interest rates as it seeks to normalize monetary policy. The one-two punch of higher rates and a stronger greenback can serve as a headwind to assets like gold that don't bear a yield. For the week, the buck finished down 0.4%."
"7975",7979,2,"Positive","08/04/17","Gold futures settled firmly lower on Friday as the dollar jumped after a key report on payrolls in July showed stronger-than-expected job creation."
"7976",7980,-1,"Negative","08/04/17","Many stock market investors are hoping that the U.S. dollar continues to decline in value against major foreign currencies."
"7977",7981,0,"Negative","08/04/17","The U.S. dollar spiked on Friday, rebounding off a near-15-month low on Friday after the closely watched U.S. jobs report topped expectations, which was seen as clearing a path for the Federal Reserve to tighten its balance sheet."
"7978",7982,1,"Positive","08/04/17","U.S. stocks closed higher on Friday, with the Dow ending at a record for an eighth straight session following a read on the labor market that came in above expectations, a sign that current valuations may be supported by current economic activity."
"7979",7983,-7,"Negative","08/07/17","August and September have had dismal records for stock returns over the past 20 years and with strategists warning that the market is overdue for a major correction, the next two months could be rough. But there are reasons to believe that any impending selloff may not be as cataclysmic as some fear."
"7980",7984,1,"Positive","08/07/17","The U.S. dollar has not had a great year so far, thanks to uncertainty over Washington’s policies and weak economic data. But the greenback still has time to turn things around and finish 2017 strong, Sameer Samana, global quantitative strategist for Wells Fargo, said in a note Monday."
"7981",7985,0,"Negative","08/07/17","U.S. stocks closed higher on Monday, with the S&P 500 ending at a record and the Dow extending its streak of such closing highs to nine."
"7982",7986,1,"Positive","08/07/17","The dollar edged slightly lower against its main counterparts on Monday, following last week’s jump from a nearly 15-month low on the back of largely upbeat U.S. hiring data out Friday that were seen as paving the way for the Federal Reserve to gradually tighten monetary policy."
"7983",7987,1,"Positive","08/08/17","Even with the Dow logging another record close — its ninth straight and 35th of the year — on the surface, it looks like a summer snoozer out there."
"7984",7988,-1,"Negative","08/08/17","European stocks finished Tuesday’s session at a roughly two-week high, as a drop in the euro helped regional equities push past disappointing trade data from Germany and China that cast doubt on the prospects for those powerhouse economies."
"7985",7989,8,"Positive","08/08/17","Gold futures settled slightly lower Tuesday as the U.S. dollar firmed in late trade, helping to erase a slight advance for the dollar-sensitive metal. December gold 
        GCZ7
       closed $2.10 , or 0.2%, lower at $1,262.60 an ounce. The ICE U.S. Dollar Index 
        DXY,
        +0.78%,
       a gauge of the buck against a half-dozen currency rivals, pivoted up, rising by 0.2%. late-morning in New York to trade 0.2% higher after an upbeat report on employment. So-called JOLTS data, which measures monthly job openings, came in at 6.163 million in June, exceeding both the expected 5.6 million and last month's 5.702 million. The report was seen by some commodity investors as keeping intact the Federal Reserve's plan to raise interest at least once more in 2017, a headwind for gold prices. Overall, gold has only seen modest moves over the past few trading sessions trading in a relatively tight range of between $1,250 and $1,280 an ounce over the past few weeks."
"7986",7990,2,"Positive","08/08/17","Gold futures settled lower on Tuesday as the U.S. dollar firmed in late trade, helping to erase a slight advance for the dollar-sensitive commodity earlier in the day."
"7987",7991,-1,"Negative","08/08/17","An earlier version of this report gave an incorrect direction for the South African rand’s move against the dollar. The report has been corrected."
"7988",7992,3,"Positive","08/08/17","U.S. stocks finished near lows of the session Tuesday, reversing earlier gains as an early rally in financial, tech and energy stocks fizzled amid tough talk from President Donald Trump on North Korea."
"7989",7993,2,"Positive","08/09/17","Gold futures on Wednesday scored their sharpest daily rise since mid-May amid a war of words between the U.S. and North Korea."
"7990",7994,-1,"Negative","08/09/17","The dollar weakened broadly against its currency rivals on Wednesday, with haven assets including Switzerland’s currency bid higher following intensifying rhetoric between North Korea and the U.S."
"7991",7995,-1,"Negative","08/09/17","U.S. stocks closed down Wednesday, but off session lows as tensions between North Korea and the U.S. added a dollop of geopolitical uncertainty to markets, and as high-profile companies disappointed with their quarterly results."
"7992",7996,0,"Negative","08/10/17","It sounds odd for German companies to be in a “euphoric” mood while the euro has been on a tear higher, but there are solid factors behind that uplifted frame of mind, analysts say."
"7993",7997,2,"Positive","08/10/17","Gold prices finished at their highest level in more than two months Thursday, adding to the previous session’s sharp daily rise since the middle of May, as simmering North Korean tensions underpinned haven investments."
"7994",7998,-2,"Negative","08/10/17","The U.S. dollar on Thursday softened against most of its key rivals as the global market worried about a potential clash between the U.S. and North Korea, and braced for a closely watched inflation on Friday."
"7995",7999,-2,"Negative","08/10/17","All three major equity benchmarks finished sharply lower on Thursday for their worst day since mid-May, with the trifecta of indexes all tumbling for a third straight session for the first time since mid-April, amid a persistent war of words between the U.S. and North Korea."
"7996",8000,-1,"Negative","08/11/17","Oh-so-many traders have been bracing for a selloff, and now the S&P looks set for its biggest weekly setback in months."
"7997",8001,1,"Positive","08/11/17","U.S. consumer prices remained soft for the fifth straight month in July, raising more questions about whether inflation will eventually rise to hit the Federal Reserve’s 2% annual rate target."
"7998",8002,2,"Positive","08/11/17","Vladimir Putin’s wealth, even by the most generous of calculations, pales in comparison. In fact, throw in the vast riches of Microsoft
        MSFT,
        -3.28%
      co-founder Bill Gates, Warren Buffett of Berkshire Hathaway
        BRK.A,
        -2.02%
      fame and Amazon’s
        AMZN,
        -4.14%
      Jeff Bezos, and their combined fortune doesn’t even approach the riches of history’s wealthiest figures."
"7999",8003,0,"Negative","08/11/17","The surging price of the cryptocurrency bitcoin showed little sign of letting up on Friday, carving out a fresh all-time high even as stocks took a breather from a steep selloff earlier this week."
"8000",8004,4,"Positive","08/11/17","Gold scored its strongest weekly gain in four months on Friday to settle at the highest level in more than two months, as simmering North Korean tensions buoyed haven demand for precious metals."
"8001",8005,-4,"Negative","08/11/17","Short-dated yields slipped Friday, extending the largest five-day decline since April, after consumer-price inflation missed expectations, one of many anemic data releases this week that have cut into the odds that the Federal Reserve will push for an aggressive pace of monetary tightening this year."
"8002",8006,-1,"Negative","08/11/17","The dollar finished the week in the red on the back of weak July inflation figures, as well as new comments earlier Friday from President Trump warning North Korea against threatening the U.S. or its allies."
"8003",8007,-2,"Negative","08/12/17","Wall Street’s modest recovery on Friday may have some investors hoping that the worst is over, in terms of event risk related to U.S.-North Korea tensions. However, Thursday’s decline may have done structural damage to the integrity of an uncannily buoyant stock market, the kind of hit that could signal further losses ahead."
"8004",8008,0,"Negative","08/14/17","A popular gauge of strength in the dollar came under pressure last week as verbal clashes between President Donald Trump and North Korean leader Kim Jong Un raised global anxieties to a fever pitch."
"8005",8009,4,"Positive","08/14/17","Gold settled lower for the first time in four sessions Monday as tensions between the U.S. and North Korea appeared to ease, the dollar strengthened and U.S. equities climbed—dulling investment demand for havens like precious metals."
"8006",8010,1,"Positive","08/14/17","U.S. stocks gained on Monday with the S&P 500 rising 1% for the first time in three months as the verbal standoff between the U.S. and North Korea cooled for now."
"8007",8011,-2,"Negative","08/14/17","The U.S. dollar clawed back most of last week’s losses — partially caused by Friday’s inflation-data miss — on Monday as investors revived their interest in so-called risk assets after top U.S. officials sought to assuage tensions with North Korea over the weekend."
"8008",8012,1,"Positive","08/14/17","Donald Trump swept into the White House riding an “America first” campaign that resonated in many areas of the country. But while that slogan worked in politics, it could be bad advice for your portfolio."
"8009",8013,0,"Negative","08/15/17","It’s another day of headlines tied to Charlottesville and North Korea, while stocks try to stretch their rally into a third session."
"8010",8014,2,"Positive","08/15/17","Gold prices on Tuesday suffered their steepest one-day drop in nearly six weeks, as data on retail sales and U.S. manufacturing came in better than expected and easing geopolitical tensions between North Korea and the U.S. undercut haven demand for the precious metal."
